Número Consecutivo,Título,Autor,Sinopsis,Género,Año,URL Preview
841,Eugenie Grandet (trad. de Joan Riambau) - Honore de Balzac,"de Balzac, Honoré",Estudio psicológico sobre la abnegación femenina frente al materialismo despiadado de la sociedad francesa.,Novela,1833,https://drive.google.com/file/d/1Zqdd328CBhW5hQ746D7lkO64jVtdMPM6/preview
842,Grandeza y decadencia de Cesar Birotteau - Honore de Balzac,"de Balzac, Honoré",Un perfumista honesto alcanza el éxito comercial solo para caer en la ruina por la especulación.,Novela,1837,https://drive.google.com/file/d/1DBSVzMXNK2dWe7YdM7gEECURv7rfqBlz/preview
843,"Grandeza y decadencia de Cesar Birotteau, - Honore de Balzac","de Balzac, Honoré",Crónica sobre el honor comercial y las trampas financieras en el París de la posguerra.,Novela,1837,https://drive.google.com/file/d/1cW5dAjV8ouDE_Y34tpnCZHwCLirGBpi_/preview
844,Historia de la grandeza y decadencia de Ce - Honore de Balzac,"de Balzac, Honoré",Narración sobre la fragilidad del éxito burgués y la lucha por mantener la integridad moral.,Novela,1837,https://drive.google.com/file/d/1Q36UVF3B0M0ih80UUNfv5EtSQdhWz5rm/preview
845,Historia de los trece - Honore de Balzac,"de Balzac, Honoré",Trilogía de novelas que presentan a una poderosa sociedad secreta que manipula los destinos de París.,Novela,1833,https://drive.google.com/file/d/1W0T1Q0hlh9Fk70sBpQf1Dfj1wjwAtYtH/preview
846,Ilusiones Perdidas (2 y 3) - Honore de Balzac,"de Balzac, Honoré",Continuación de la historia de Lucien de Rubempré y su amargo aprendizaje en el periodismo parisino.,Novela,1839,https://drive.google.com/file/d/1zy8DJuQ5aeNCEUyACTO9Vw4ZBreNiQy4/preview
847,Jesucristo en Flandes y otras historias - Honore de Balzac,"de Balzac, Honoré",Relatos que mezclan lo sobrenatural y lo religioso con el realismo social característico del autor.,Cuento,1831,https://drive.google.com/file/d/1tbiCPEGBBvY8_qbg1cxz8Weyj6c_sDbU/preview
848,La busqueda del absoluto - Honore de Balzac,"de Balzac, Honoré",Un químico obsesionado con hallar la materia prima del universo arruina a su familia en el proceso.,Novela,1834,https://drive.google.com/file/d/1PEkmsAMC85-lBFvRDphGTWQGDbgswiwM/preview
849,La casa del gato que juega a la pelota y o - Honore de Balzac,"de Balzac, Honoré",Historias sobre los peligros de los matrimonios por interés y las diferencias de clase social.,Cuento,1829,https://drive.google.com/file/d/1WbY-sQWhYvPHVYPC75ZU0_CvWaYfxW-M/preview
850,La muchacha de los ojos de oro - Honore de Balzac,"de Balzac, Honoré","Misterioso y decadente relato sobre el deseo, los celos y el cautiverio en el París aristocrático.",Novela corta,1833,https://drive.google.com/file/d/1m9zfJNQFBTIF2yu1h6hYM3nt8fGpAmDY/preview
851,La mujer de treinta anos & El tio Goriot - Honore de Balzac,"de Balzac, Honoré",Doble retrato de la insatisfacción matrimonial femenina y el sacrificio paterno absoluto.,Novela,1832,https://drive.google.com/file/d/16LkJWmlivOi_Bj9_M3APrcCJRz8DOmki/preview
852,La mujer de treinta anos - Honore de Balzac,"de Balzac, Honoré",Exploración de la psicología femenina y las crisis emocionales en las distintas etapas de la madurez.,Novela,1832,https://drive.google.com/file/d/1KSJRqU2sygGitGAnqVizvpWUdEdefkL4/preview
853,La obra maestra desconocida - Honore de Balzac,"de Balzac, Honoré","Un anciano pintor trabaja durante años en un cuadro que busca capturar la vida misma, terminando en el caos.",Cuento,1831,https://drive.google.com/file/d/1zNFa89qR5iFlzYf0s2O2yCFYhXL11PnL/preview
854,La piel de zapa - Honore de Balzac,"de Balzac, Honoré",Un joven adquiere un talismán que cumple deseos pero consume su vida con cada petición.,Novela/Fábula,1831,https://drive.google.com/file/d/1f9flL7n3asMqnqHQ81i6CeS0ghgaEAU0/preview
855,La prima Bela - Honore de Balzac,"de Balzac, Honoré",Una mujer soltera y resentida trama una venganza sistemática para destruir a su propia familia.,Novela,1846,https://drive.google.com/file/d/1r2_YvP0DUxJHbUc7p2vAcioqTH8OEj5O/preview
856,Las Ilusiones Perdidas (trad. Jose Ramon M - Honore de Balzac,"de Balzac, Honoré",Obra maestra sobre la corrupción del talento y la pérdida de la inocencia en el mundo literario.,Novela,1837,https://drive.google.com/file/d/1RgHu21qCCfPn5ZoGAs6dpjzFIYJFlEaX/preview
857,Las rivalidades & Ilusiones perdidas (1) - Honore de Balzac,"de Balzac, Honoré",Luchas de poder en provincias y el inicio del viaje de Lucien hacia la fama.,Novela,1837,https://drive.google.com/file/d/12jVDrPv48fnT_QihPK7Lu3Jkxy4ojQ5r/preview
858,Los Chuanes & Una pasion en el desierto - Honore de Balzac,"de Balzac, Honoré",Relato de la insurrección realista en Bretaña frente a una historia de amor entre un soldado y una pantera.,Novela,1829,https://drive.google.com/file/d/17rg99jg_EBUwbZ-rsa8de-CtBUc6cZ4Q/preview
859,Los campesinos - Honore de Balzac,"de Balzac, Honoré",Crudo análisis sobre la lucha de clases en el campo y la resistencia de los campesinos ante los terratenientes.,Novela,1844,https://drive.google.com/file/d/1SAb0FgmiFHJYTwVLNmvLCCfCq0LhHVjJ/preview
860,Los parientes pobres (2) & Los comediantes - Honore de Balzac,"de Balzac, Honoré",Relatos que exploran la marginalidad social y el cinismo de los actores en la gran ciudad.,Novela,1846,https://drive.google.com/file/d/1T_-x9dPeK165r3y7vBEzO2-ZDWGEli9B/preview
861,Los parientes pobres - Honore de Balzac,"de Balzac, Honoré","Serie que incluye La prima Bela y El primo Pons, centrada en la envidia y el parasitismo familiar.",Novela,1846,https://drive.google.com/file/d/1SOkvj7cCbwQQr2rEUDwVOp2BkhnGIBPz/preview
862,Los parisienses en provincias - Honore de Balzac,"de Balzac, Honoré",Sátira sobre el choque cultural y las pretensiones de los habitantes de la capital frente a los de provincias.,Cuento/Novela,1832,https://drive.google.com/file/d/10PRXzCvT_5UnouWVeqm2PeGG9veBgWii/preview
863,Los pequenos burgueses (Trad. Antonio Ribe - Honore de Balzac,"de Balzac, Honoré",Estudio social sobre las aspiraciones y miserias de la clase media en ascenso en el París decimonónico.,Novela,1854,https://drive.google.com/file/d/1zJUQT4lU-aBzLYB-ESlfMzfwu-7GG-xx/preview
864,Los pequenos burgueses - Honore de Balzac,"de Balzac, Honoré",Novela póstuma que completa el panorama de las profesiones y niveles sociales de la Comedia Humana.,Novela,1854,https://drive.google.com/file/d/1NlMnq2X8JNRiwpEnhRvrTTMzhSNGoW4N/preview
865,Los secretos de la princesa de Cadignan y - Honore de Balzac,"de Balzac, Honoré",Relatos sobre la diplomacia amorosa y las intrigas de alcoba en los salones de la alta sociedad.,Cuento,1839,https://drive.google.com/file/d/1AaZc-nsYB06CHd1uqPUP5X4FftaHkWLV/preview
866,Los solterones - Honore de Balzac,"de Balzac, Honoré",Historias de personajes aislados cuya soledad influye en sus comportamientos excéntricos o malvados.,Novela,1832,https://drive.google.com/file/d/1Ujrjcs3pkm7QZon5K4OTTpWpw5ZRcE0c/preview
867,Modesta Mignon & Una entrada en la vida - Honore de Balzac,"de Balzac, Honoré",Un romance epistolar lleno de engaños frente a un viaje que marca el fin de la juventud.,Novela,1844,https://drive.google.com/file/d/1tsbzYJME_uOtuDqw-InOpiYlAb8TVVgB/preview
868,Papa Goriot - Honore de Balzac,"de Balzac, Honoré",El drama de la ingratitud filial y la ambición social desenfrenada en una casa de huéspedes parisina.,Novela,1835,https://drive.google.com/file/d/1hc8uctkkm5wxzFI7AERm37p7frzFOT-g/preview
869,Penas de amor de una gata inglesa - Honore de Balzac,"de Balzac, Honoré",Fábula satírica que utiliza animales para parodiar las costumbres y los sentimientos de la sociedad humana.,Cuento,1840,https://drive.google.com/file/d/1hvh7vBKNLVPEAXz19ELs25V4UlVml4gW/preview
870,Pequenas miserias de la vida conyugal & Ob - Honore de Balzac,"de Balzac, Honoré",Compendio de observaciones humorísticas y agudas sobre los conflictos diarios en el matrimonio.,Ensayo,1845,https://drive.google.com/file/d/1E69FhfxeMjxqwvY_epGJYGrAaMSHUcpS/preview
871,Petrilla - Honore de Balzac,"de Balzac, Honoré",Historia de una joven criada que enfrenta los desafíos morales y sociales de su posición.,Cuento,1832,https://drive.google.com/file/d/1tIZNWUFpLhNHncHly2ye6BhMpvZtUW_X/preview
872,Serafita & Fisiologia del matrimonio - Honore de Balzac,"de Balzac, Honoré",Novela mística sobre un ser andrógino frente a un ensayo analítico sobre las leyes matrimoniales.,Novela/Ensayo,1834,https://drive.google.com/file/d/1vi93QwgZCiyn54diHJzubrkl-rTLAsX8/preview
873,Sobre Catalina de Medicis & otras historia - Honore de Balzac,"de Balzac, Honoré",Reivindicación histórica de la reina frente a relatos de misterio y poder político.,Novela histórica,1842,https://drive.google.com/file/d/1gy7js6zs7XO7D8m4otbAqUuo7wuS28Rs/preview
874,Tratado de la vida elegante (tr. de L. M. - Honore de Balzac,"de Balzac, Honoré","Ensayo sobre el dandismo, la moda y las reglas de etiqueta de la clase alta francesa.",Ensayo,1830,https://drive.google.com/file/d/1cjZ8MvwTuKbn1HpH1Ha1mdZNGwWnPYqy/preview
875,Tratado de la vida elegante - Honore de Balzac,"de Balzac, Honoré",Reflexión filosófica y estética sobre la distinción y el estilo personal en la sociedad moderna.,Ensayo,1830,https://drive.google.com/file/d/1uRiQDVIujpwWbQP5t8M7QPeyE2pAeGTd/preview
876,Un asunto tenebroso - Honore de Balzac,"de Balzac, Honoré",Novela policial e histórica que narra una conspiración política durante la época de Napoleón.,Novela,1841,https://drive.google.com/file/d/1OlP4xhI76liQEVoV1OVHtJo8P1r608Dd/preview
877,Una hija de Eva - Honore de Balzac,"de Balzac, Honoré",Relato sobre una joven casada que se ve envuelta en deudas y engaños para complacer a su amante.,Novela corta,1838,https://drive.google.com/file/d/1O8-WwmJjussxXABunxW_Z2FU9m8UG8jz/preview
878,Una hija de Eva y otras historias - Honore de Balzac,"de Balzac, Honoré",Colección de dramas domésticos que exploran la fragilidad de la virtud femenina.,Cuento,1838,https://drive.google.com/file/d/1Vfo8zh3A48kt8bviP1wYVsDmsANDDC-E/preview
879,Ursula Mirouet & Eugenia Grandet - Honore de Balzac,"de Balzac, Honoré",Historia sobre la herencia disputada de una huérfana virtuosa frente al drama de la avaricia familiar.,Novela,1841,https://drive.google.com/file/d/15ld_WzITV8w2FQ-7HxPGKuOfV7bmYJzQ/preview
880,El segundo sexo - Simone de Beauvoir,"de Beauvoir, Simone",Obra fundacional del feminismo que analiza la opresión de la mujer a través de la historia y la filosofía.,Ensayo,1949,https://drive.google.com/file/d/1Mjyi3ewAPubD6UsFLYkfPscwnewQn1Qf/preview
881,La ceremonia del adios - Simone de Beauvoir,"de Beauvoir, Simone",Conmovedor relato de los últimos años de Jean-Paul Sartre y sus conversaciones finales sobre la vida y la muerte.,Memorias,1981,https://drive.google.com/file/d/1SN7-D0RvgPYnFR5njahRQObCedYsfqmv/preview
882,La invitada - Simone de Beauvoir,"de Beauvoir, Simone",Novela que explora los celos y la libertad en una relación abierta sacudida por la llegada de una joven.,Novela,1943,https://drive.google.com/file/d/14a6mId9hyrg7C4_YQTQ1G0G3BStJuD06/preview
883,La mujer rota - Simone de Beauvoir,"de Beauvoir, Simone","Tres relatos sobre mujeres que enfrentan crisis existenciales, la vejez y el colapso de sus certezas emocionales.",Novela,1967,https://drive.google.com/file/d/1pSAoHEK9rPbGkDNEGQ-X_9g3LvpBOi8R/preview
884,La mujer rota [Ed. revisada] - Simone de Beauvoir,"de Beauvoir, Simone",Edición con comentarios adicionales sobre la psicología de la sumisión y el despertar femenino.,Novela,1967,https://drive.google.com/file/d/1NCzxHRMRD1Js3YIlVDHlQuMylvu8Ci29/preview
885,Los mandarines - Simone de Beauvoir,"de Beauvoir, Simone",Retrato de la intelectualidad francesa de posguerra y sus dilemas entre el compromiso político y la vida privada.,Novela,1954,https://drive.google.com/file/d/1Bao72XL5wUfZFBMJxapaQoKG6i5L-8-t/preview
886,Memorias de una joven formal - Simone de Beauvoir,"de Beauvoir, Simone",Primer volumen autobiográfico que narra su infancia y el rechazo a los valores burgueses de su familia.,Memorias,1958,https://drive.google.com/file/d/1c-bF6X5o9Vgfa25M7woOXDsKVbTE_Bm4/preview
887,Una muerte muy dulce - Simone de Beauvoir,"de Beauvoir, Simone","Crónica del proceso de enfermedad y muerte de su madre, reflexionando sobre la medicina y los vínculos familiares.",Memorias,1964,https://drive.google.com/file/d/15orHdrjRq_4QCCR9dbuJ0H13NZJSdiHk/preview
888,_Hay que quemar a Sade_ - Simone de Beauvoir,"de Beauvoir, Simone",Ensayo que analiza la figura del Marqués de Sade y la relación entre su vida criminal y su obra.,Ensayo,1951,https://drive.google.com/file/d/1qvRPbusIyNScFPXUPvffyX73bD5FA4t_/preview
889,Poesia - Luis de Gongora y Argote,"de Gongora y Argote, Luis","Compendio de la obra lírica del maestro del culteranismo, destacando su complejidad metafórica y riqueza léxica.",Poesía,1627,https://drive.google.com/file/d/1mg-ETQAFkWCf3bzocAH19ZvWL0pr4XHh/preview
890,Soledades - Luis de Gongora y Argote,"de Gongora y Argote, Luis",Poema inacabado de altísima densidad poética que exalta la naturaleza a través de un lenguaje laberíntico.,Poesía,1613,https://drive.google.com/file/d/1aHmmIVDcHYr9fjJodlnOH1Dyl9ekJNKK/preview
891,Antologia poetica - Lope de Vega,"de Vega, Lope","Selección de sonetos, romances y lírica del ""Fénix de los ingenios"" que muestran su versatilidad temática.",Poesía,1600,https://drive.google.com/file/d/10iT0agZtplrj120WSSObZgNLcowOsHoH/preview
892,Arte nuevo de hacer comedias - Lope de Vega,"de Vega, Lope",Tratado en verso donde el autor defiende su renovación del teatro español frente a las reglas clásicas.,Ensayo/Poesía,1609,https://drive.google.com/file/d/1IxNEmj-24tQjXVeGBXiSc9yH8Rrn__UF/preview
893,El antecristo - Lope de Vega,"de Vega, Lope",Drama religioso que aborda la figura apocalíptica del Anticristo y las luchas espirituales de la humanidad.,Teatro,1610,https://drive.google.com/file/d/1mUbF-Mz-WAyYhrXZvsC8eBFaIu7RmT_6/preview
894,El caballero de Olmedo - Lope de Vega,"de Vega, Lope",Tragedia inspirada en una copla popular que narra el amor y la muerte anunciada de Don Alonso.,Teatro,1620,https://drive.google.com/file/d/1eQky73TqjwVHq1tRGnR5rlKzSEryxP2m/preview
895,El castigo sin venganza - Lope de Vega,"de Vega, Lope","Obra maestra sobre el honor y el adulterio, donde un Duque castiga trágicamente a su hijo y su esposa.",Teatro,1631,https://drive.google.com/file/d/142yBqdsK8efN_uydhBe_39SWbYsIpjWB/preview
896,El duque de Viseo - Lope de Vega,"de Vega, Lope",Drama histórico basado en las intrigas y conflictos de la corte portuguesa del siglo XV.,Teatro,1615,https://drive.google.com/file/d/1SozgXewatm3oVWaOMZIWG7xx4vldP_Pk/preview
897,"El mejor alcalde, el Rey - Lope de Vega","de Vega, Lope",Un humilde campesino acude al rey para obtener justicia contra los abusos de un señor feudal poderoso.,Teatro,1620,https://drive.google.com/file/d/1paiTkpTPHbnCPiEY2BGjTogBoZfxVWpq/preview
898,El otomano famoso_ (o La famosa comedia ot - Lope de Vega,"de Vega, Lope",Comedia que relata las peripecias y hazañas militares en el contexto de las guerras contra el imperio turco.,Teatro,1604,https://drive.google.com/file/d/1pwPyKs8cDqttrX3oZzxIemZ5ne1Zlo6V/preview
899,El perro del hortelano - Lope de Vega,"de Vega, Lope",Comedia de enredos sobre una condesa dividida entre su amor por un secretario y las convenciones sociales.,Teatro,1613,https://drive.google.com/file/d/1OMqq2WudUzeZ_yDrIRFcklzDs_FaBAPs/preview
900,El remedio en la desdicha - Lope de Vega,"de Vega, Lope","Historia de amor y aventuras fronterizas entre moros y cristianos, basada en el relato de Abindarráez y Jarifa.",Teatro,1596,https://drive.google.com/file/d/1PL7WpzNJrW1JVKhaKFj9MgsTvjAz-OQP/preview
901,El sembrar en buena tierra. Quien todo lo - Lope de Vega,"de Vega, Lope","Comedia de enredos sobre el amor y la fortuna, donde se resalta la importancia de elegir bien dónde depositar los afectos.",Teatro,1616,https://drive.google.com/file/d/17dyioinZ9_FNbuCh4NX2fiNxNHbTScUK/preview
902,Fuenteovejuna - Lope de Vega,"de Vega, Lope","Un pueblo se rebela contra los abusos de un comendador tiránico, asumiendo colectivamente la autoría del acto heroico.",Teatro,1619,https://drive.google.com/file/d/1_dGBGuefOTeBFVHnDPVU-oAA87qcUxJH/preview
903,La Dorotea - Lope de Vega,"de Vega, Lope",Obra narrativa en diálogo que recrea los amores de juventud del autor con Elena Osorio bajo una mirada nostálgica.,Narrativa,1632,https://drive.google.com/file/d/1uuEfgET9d5MMI53ZFApy-zaRDQp2waVA/preview
904,La dama boba - Lope de Vega,"de Vega, Lope","Comedia que explora el poder transformador del amor, capaz de despertar el ingenio en una joven aparentemente ingenua.",Teatro,1613,https://drive.google.com/file/d/1DRrG0UR7FiqNLz9o8icS0iQUfEP0naQ8/preview
905,La discreta enamorada - Lope de Vega,"de Vega, Lope",Una joven utiliza su astucia para burlar la vigilancia materna y conseguir el amor del caballero que desea.,Teatro,1606,https://drive.google.com/file/d/1KHcNzPd3cKUWD7PLWrgHUXxFpyhUW1v4/preview
906,La gatomaquia - Lope de Vega,"de Vega, Lope",Poema épico-burlesco que parodia las epopeyas clásicas utilizando gatos como protagonistas de una historia de celos y honor.,Poesía,1634,https://drive.google.com/file/d/1duq7m0WmslkIr5GbaJcDatJo7zvYxCqK/preview
907,Mujeres y criados - Lope de Vega,"de Vega, Lope","Comedia urbana sobre las relaciones amorosas y las jerarquías sociales, recuperada recientemente tras siglos de olvido.",Teatro,1613,https://drive.google.com/file/d/1ZBJvYEDl0MBltepXbALAVdi7Gyy91907/preview
908,Novelas a Marcia Leonarda - Lope de Vega,"de Vega, Lope",Colección de cuatro novelas cortas de estilo cortesano escritas para entretener y cortejar a su amada Marta de Nevares.,Narrativa,1621,https://drive.google.com/file/d/1i1C18wzKnaounTnI6SFVNOE6SLvWzr-2/preview
